FIGHTER_A,FIGHTER_B,Result,A Win,B Win,A_WIN_DIFF,A_FINISH_DIFF,A_AVG_ODDS,A_CUMULATIVE_RDS,A_STR_ACCURACY_DIFF,A_AVG_TD_ACCURACY,A_AVG_TD_DEFENCE,A_CTRL_TIME_DIFF,A_KD_PER_RD_DIFF,A_STR_PER_RD_DIFF,A_STR_ATTEMPT_PER_RD_DIFF,A_TD_PER_RD_DIFF,A_TD_ATTEMPT_PER_RD_DIFF,A_SUB_ATTEMPT_PER_RD_DIFF,B_WIN_DIFF,B_FINISH_DIFF,B_AVG_ODDS,B_CUMULATIVE_RDS,B_STR_ACCURACY_DIFF,B_AVG_TD_ACCURACY,B_AVG_TD_DEFENCE,B_CTRL_TIME_DIFF,B_KD_PER_RD_DIFF,B_STR_PER_RD_DIFF,B_STR_ATTEMPT_PER_RD_DIFF,B_TD_PER_RD_DIFF,B_TD_ATTEMPT_PER_RD_DIFF,B_SUB_ATTEMPT_PER_RD_DIFF,A_HEIGHT_DIFF,A_REACH_DIFF,A_AGE_DIFF,A_CUMULATIVE_RDS_DIFF
Jessica-Rose Clark,Pannie Kianzad,0,1.95,1.87,1,0,1.90,9.00,0.10,0.44,0.61,0.09,0.00,2.33,-8.56,0.11,-0.11,0.11,-2.00,-1.00,2.49,5.00,0.00,0.25,1.00,-0.47,-0.40,-4.20,-10.00,0.20,-0.60,-0.20,-2,-2,4,4.00
Sergey Khandozhko,Rustam Khabilov,0,3.05,1.41,1,0,1.65,3.00,0.01,0.16,0.60,-0.15,0.33,7.00,16.33,-0.33,0.33,0.00,6.00,1.00,1.58,33.00,0.05,0.45,0.80,0.19,-0.03,-0.52,-2.00,1.03,2.36,-0.06,5,1,-6,-30.00
Davey Grant,Grigory Popov,1,2.3,1.67,-2,-3,2.38,9.00,0.16,0.30,0.73,-0.07,-0.11,8.78,9.22,-0.33,-0.78,-0.44,-1.00,-1.00,2.35,2.00,-0.07,0.00,1.00,-0.03,-1.00,-9.50,-10.50,0.00,-0.50,0.00,1,1,-1,7.00
Makwan Amirkhani,Shane Burgos,0,2.8,1.45,4,3,1.95,13.00,0.00,0.50,0.92,0.24,-0.08,0.00,-3.54,0.77,1.54,0.15,4.00,1.00,1.38,16.00,0.13,0.33,0.96,-0.06,0.19,4.00,-6.75,0.00,-2.13,0.06,-1,-3,3,-3.00
Stephen Thompson,Vicente Luque,1,1.87,1.95,4,4,1.64,40.00,0.05,0.13,0.87,0.03,0.10,4.68,9.28,-0.05,-0.53,-0.08,8.00,9.00,1.45,22.00,0.09,0.09,0.88,-0.03,0.27,2.00,-3.68,-0.23,-0.86,0.32,1,0,8,18.00
Jennifer Maia,Katlyn Chookagian,0,2.15,1.74,1,0,1.99,9.00,-0.06,0.00,0.58,-0.16,0.00,3.44,10.67,-0.44,-1.67,0.00,3.00,0.00,1.77,21.00,-0.07,0.00,0.66,-0.15,0.05,-2.00,5.00,-0.48,-0.38,0.05,-5,-4,0,-12.00
Kelvin Gastelum,Darren Till,0,1.5,2.7,6,4,1.82,40.00,0.07,0.22,0.76,0.02,0.10,3.65,5.55,-0.33,-0.88,-0.08,2.00,0.00,1.82,21.00,-0.02,0.33,0.81,-0.08,0.14,-3.19,-11.95,0.00,-0.67,-0.10,-3,-3,1,19.00
Jairzinho Rozenstruik,Andrei Arlovski,1,1.63,2.4,2,2,1.84,3.00,0.52,0.00,0.84,-0.13,0.67,1.67,1.00,-0.67,-2.00,0.00,0.00,-1.00,3.03,41.00,-0.02,0.15,0.79,-0.10,-0.07,4.15,6.15,-0.07,-0.51,-0.02,-1,1,-9,-38.00
Corey Anderson,Johnny Walker,1,2.55,1.57,5,-1,1.66,34.00,0.07,0.49,0.85,0.39,-0.12,10.03,18.85,1.47,2.71,-0.09,3.00,3.00,1.78,3.00,0.45,0.00,1.00,0.12,1.00,5.33,4.00,0.00,0.00,0.00,-3,-3,3,31.00
Brad Tavares,Edmen Shahbazyan,0,2.6,1.54,7,0,1.82,48.00,-0.05,0.20,0.82,-0.01,-0.02,1.40,6.02,-0.02,-0.35,-0.17,3.00,2.00,1.56,5.00,0.37,0.46,0.89,0.35,0.20,2.60,-0.40,1.60,3.60,0.20,-1,0,10,43.00
Chance Rencountre,Lyman Good,0,1.95,1.87,1,1,4.13,7.00,-0.08,0.30,0.42,0.47,0.00,-9.57,-4.00,-0.14,1.14,0.00,0.00,1.00,1.73,7.00,0.13,0.25,0.84,-0.20,0.29,4.14,-6.43,-0.29,-1.43,-0.29,2,1,-1,0.00
Jorge Masvidal,Nate Diaz,1,1.65,2.35,5,6,1.96,44.00,0.16,0.32,0.72,0.03,0.05,5.64,5.77,-0.09,-1.14,0.11,6.00,10.00,2.50,60.00,0.00,0.36,0.56,-0.11,-0.05,4.08,10.08,-0.52,-0.38,0.25,-1,-2,1,-16.00
Gregor Gillespie,Kevin Lee,0,1.59,2.5,6,5,1.40,11.00,0.18,0.46,1.00,0.71,0.18,7.55,9.64,2.09,4.27,0.27,5.00,3.00,1.74,40.00,-0.03,0.45,0.83,0.35,-0.05,3.10,11.35,0.78,1.45,0.05,-2,-6,6,-29.00
Julio Arce,Hakeem Dawodu,0,1.91,1.91,2,2,1.44,12.00,0.03,0.30,0.98,0.02,-0.08,7.25,15.08,0.08,-0.67,0.25,2.00,0.00,1.33,10.00,0.21,0.00,0.96,-0.08,0.00,15.50,27.80,-0.20,-1.60,-0.10,-1,-3,2,2.00
Blagoy Ivanov,Derrick Lewis,0,1.95,1.87,1,0,2.35,11.00,-0.03,0.33,1.00,0.00,0.09,-4.36,-2.27,0.18,0.09,0.00,7.00,5.00,2.12,38.00,-0.03,0.20,0.71,-0.13,0.08,1.26,4.42,-0.61,-1.03,-0.11,-4,-6,-1,-27.00
Alex White,Rafael Fiziev,0,2.65,1.53,-1,0,1.97,22.00,0.02,0.27,0.74,-0.24,0.09,4.09,5.77,-0.14,-1.05,-0.05,-1.00,-1.00,1.71,1.00,0.17,0.00,1.00,-0.03,-1.00,-9.00,-11.00,0.00,0.00,0.00,4,0,5,21.00
Randa Markos,Ashley Yoder,1,1.67,2.3,0,0,2.09,32.00,0.01,0.37,0.77,0.12,0.00,-1.63,-5.56,0.13,0.94,0.00,-1.00,0.00,3.00,15.00,-0.07,0.34,0.50,0.03,0.07,-0.47,4.07,0.07,0.07,-0.13,-3,-6,2,17.00
Ben Askren,Demian Maia,0,1.63,2.4,0,0,1.41,2.00,-0.95,0.25,0.50,0.01,-0.50,-14.50,-15.50,0.00,0.50,0.50,12.00,10.00,2.26,82.00,0.11,0.37,0.88,0.36,-0.04,-0.98,-6.62,0.66,2.67,0.24,-2,1,-7,-80.00
Stevie Ray,Michael Johnson,1,3.35,1.36,2,0,1.64,23.00,-0.12,0.21,0.82,-0.08,-0.04,3.87,8.87,-0.30,-0.78,0.13,1.00,-2.00,2.08,53.00,-0.03,0.31,0.88,-0.13,0.13,1.55,8.25,-0.13,-1.04,-0.17,0,-3,-4,-30.00
Raphael Pessoa,Jeff Hughes,1,3.05,1.41,-1,-1,4.75,1.00,-0.51,0.00,1.00,-0.13,0.00,-8.00,19.00,0.00,1.00,-1.00,-1.00,0.00,1.60,4.00,0.06,0.00,0.84,-0.19,-0.25,-4.50,-13.75,-0.25,-0.50,0.00,1,1,-1,-3.00
Muslim Salikhov,Laureano Staropoli,1,1.61,2.45,1,1,1.68,5.00,0.14,0.00,0.86,-0.11,0.40,2.80,0.80,-0.60,-1.20,-0.20,2.00,0.00,2.03,6.00,-0.09,0.50,0.84,-0.02,0.00,4.00,26.67,0.00,-0.33,0.00,-2,-1,9,-1.00
Movsar Evloev,Enrique Barzola,1,1.5,2.7,1,0,1.23,3.00,0.19,0.31,1.00,0.77,0.00,8.00,6.67,1.67,4.67,0.00,4.00,0.00,1.80,24.00,0.14,0.43,0.96,0.30,0.00,4.21,-2.29,1.63,3.33,0.08,0,2,-5,-21.00
Beneil Dariush,Frank Camacho,1,1.54,2.6,7,1,1.94,32.00,0.06,0.25,0.84,0.20,0.00,5.47,5.88,0.31,0.72,-0.06,-1.00,0.00,2.13,13.00,-0.05,0.44,0.82,0.02,-0.15,-1.46,-2.31,0.00,-0.92,-0.08,0,-1,0,19.00
Maurice Greene,Sergei Pavlovich,0,3,1.42,3,2,2.22,5.00,0.20,0.00,0.83,-0.18,0.40,6.20,14.40,-0.20,-0.60,0.20,0.00,0.00,1.54,2.00,-0.06,0.00,0.75,-0.19,0.50,1.50,8.50,-0.50,0.00,0.00,4,-4,6,3.00
Manny Bermudez,Charles Rosa,0,1.54,2.6,2,3,1.49,7.00,0.03,0.49,0.50,0.02,0.14,-2.00,-5.57,0.29,1.00,0.71,-1.00,0.00,2.30,15.00,-0.12,0.35,0.48,0.05,-0.13,-0.73,11.60,0.40,1.67,0.13,1,2,-8,-8.00
Dominick Reyes,Chris Weidman,1,1.53,2.62,5,3,1.36,9.00,0.12,0.20,0.90,0.08,0.33,11.44,17.67,-0.22,-1.67,0.11,6.00,3.00,1.78,35.00,0.02,0.66,0.92,0.37,0.00,-0.31,3.00,0.94,1.60,0.26,2,-1,-5,-26.00
Randy Costa,Boston Salmon,1,2.3,1.67,-1,-1,2.65,2.00,0.06,0.00,1.00,-0.10,0.00,5.50,6.50,0.00,0.00,-0.50,-1.00,-1.00,1.57,1.00,-1.00,0.00,1.00,-0.08,-1.00,-5.00,-5.00,0.00,0.00,0.00,0,4,-4,1.00
Gillian Robertson,Maycee Barber,0,2.5,1.59,3,3,1.99,8.00,0.07,0.60,0.80,0.48,0.00,0.25,-2.13,0.88,1.75,0.25,2.00,2.00,1.29,4.00,0.16,0.10,1.00,0.18,0.00,14.25,13.25,0.25,1.25,0.00,0,-2,3,4.00
Deron Winn,Darren Stewart,0,1.87,1.95,1,0,1.28,3.00,-0.02,0.00,1.00,0.08,0.00,20.33,47.67,0.00,1.00,0.00,-1.00,0.00,2.49,17.00,0.02,0.21,0.76,0.01,0.12,0.94,3.00,-0.53,-1.88,-0.29,-6,-4,1,-14.00
Jeremy Stephens,Yair Rodriguez,0,2.2,1.71,1,5,2.38,78.00,0.00,0.24,0.78,-0.03,0.18,1.15,3.46,-0.13,-0.40,-0.21,6.00,2.00,1.74,26.00,0.16,0.34,0.72,-0.13,0.12,4.35,8.19,-0.04,-0.19,0.31,-2,0,6,52.00
Deiveson Figueiredo,Tim Elliott,1,1.57,2.55,4,3,1.95,15.00,0.08,0.51,0.76,0.12,0.33,1.40,-0.93,-0.20,-0.73,0.67,-2.00,-1.00,2.85,27.00,0.06,0.64,0.68,0.03,0.04,5.22,5.96,0.74,0.85,0.19,-2,2,-1,-12.00
Ryan Spann,Devin Clark,1,1.57,2.55,2,1,1.84,4.00,0.06,0.25,0.82,0.18,0.25,5.75,11.50,-0.75,-2.25,0.25,1.00,-3.00,2.27,16.00,-0.03,0.36,0.81,0.17,0.00,2.06,5.13,0.81,1.94,-0.19,5,4,-1,-12.00
Mackenzie Dern,Amanda Ribas,0,1.54,2.6,2,1,1.29,4.00,0.18,0.08,1.00,0.20,0.00,6.75,2.00,0.25,1.50,0.50,1.00,1.00,2.55,2.00,0.23,0.40,1.00,0.41,0.00,7.00,8.00,1.00,2.50,1.00,1,-3,0,2.00
JJ Aldrich,Lauren Mueller,1,1.67,2.3,1,-1,2.37,14.00,-0.01,0.04,0.83,0.02,0.00,-2.79,-7.50,-0.29,-0.43,0.00,-1.00,-1.00,1.79,7.00,-0.07,0.33,0.58,-0.10,0.00,-1.57,-1.57,-0.14,-0.57,-0.14,0,0,-1,7.00
Thomas Gifford,Mike Davis,0,3.45,1.34,-1,0,4.75,3.00,-0.19,1.00,0.50,-0.50,0.00,-7.67,-5.00,-0.33,-1.00,0.00,-1.00,-1.00,3.05,2.00,-0.27,0.00,0.50,-0.59,0.00,-18.00,-21.50,-1.50,-3.00,-0.50,1,3,0,1.00
Kron Gracie,Cub Swanson,0,1.57,2.55,1,1,1.34,1.00,-0.09,0.50,1.00,0.59,0.00,-2.00,-4.00,1.00,2.00,1.00,3.00,-1.00,2.28,49.00,0.12,0.36,0.77,-0.12,0.10,3.94,-3.45,-0.29,-1.29,-0.14,1,0,-5,-48.00
Andre Ewell,Marlon Vera,0,2.2,1.71,1,-1,2.14,9.00,-0.04,0.33,0.51,-0.39,0.00,0.11,0.78,-0.67,-1.78,-0.33,4.00,7.00,2.06,28.00,-0.01,0.31,0.73,-0.20,0.18,-3.00,-4.50,-0.18,-0.71,0.39,0,5,4,-19.00
Gerald Meerschaert,Eryk Anders,0,2.2,1.71,2,3,2.16,15.00,-0.01,0.25,0.35,-0.23,0.00,-3.20,-3.47,0.40,1.13,0.20,0.00,2.00,1.65,22.00,-0.02,0.23,0.78,0.07,0.05,-5.55,-9.41,0.32,0.45,0.00,0,2,0,-7.00
Marvin Vettori,Andrew Sanchez,1,1.27,4.1,2,1,1.79,16.00,0.08,0.54,0.87,-0.03,0.00,4.25,4.88,0.25,-0.25,0.25,2.00,-2.00,1.49,18.00,0.02,0.26,1.00,0.33,0.06,0.17,3.00,0.83,2.11,0.00,-1,0,-5,-2.00
Luis Pena,Matt Frevola,0,1.67,2.3,2,2,1.39,10.00,-0.15,0.61,0.50,0.16,0.10,5.40,13.20,-0.40,-0.20,0.00,1.00,-1.00,2.32,7.00,-0.03,0.21,0.93,0.10,-0.57,-2.00,-5.14,0.71,2.00,0.14,6,4,-3,3.00
Max Griffin,Alex Morono,0,1.69,2.25,-1,0,2.66,19.00,0.01,0.22,0.73,-0.03,0.21,0.89,-0.37,0.05,-0.11,0.21,3.00,2.00,2.18,19.00,0.04,0.00,0.62,-0.06,0.05,7.53,13.26,-0.37,-0.32,0.21,0,4,5,0.00
James Vick,Niko Price,0,2.25,1.69,5,2,1.90,26.00,0.00,0.08,0.69,-0.08,-0.08,3.69,8.88,-0.54,-1.19,0.15,2.00,2.00,2.28,14.00,-0.14,0.13,0.76,-0.02,0.07,-5.71,-1.71,-0.07,0.21,0.14,3,0,2,12.00
Joanna Jedrzejczyk,Michelle Waterson,1,1.33,3.5,6,1,1.81,45.00,0.08,0.13,0.83,-0.17,-0.02,16.22,25.09,-0.44,-2.44,-0.02,3.00,1.00,2.13,18.00,0.16,0.70,0.61,-0.02,-0.06,2.17,-0.39,0.44,0.56,0.11,3,3,-1,27.00
Dan Hooker,Al Iaquinta,1,1.74,2.15,4,7,2.11,24.00,0.07,0.08,0.86,0.03,0.21,-2.50,-3.54,-0.38,-1.88,-0.17,5.00,2.00,2.05,38.00,0.07,0.20,0.86,-0.02,0.13,-0.26,-5.66,-0.16,-0.34,-0.05,2,5,-3,-14.00
Rostem Akman,Jake Matthews,0,4.75,1.21,-1,0,2.35,3.00,-0.01,0.40,0.84,0.15,-0.33,-7.00,-16.33,0.33,-0.33,0.00,3.00,2.00,1.56,25.00,0.00,0.41,0.76,0.11,0.04,3.60,4.96,0.48,1.08,0.00,-1,-1,3,-22.00
Israel Adesanya,Robert Whittaker,1,1.77,2.1,6,2,1.45,19.00,0.19,0.00,0.88,-0.17,0.42,9.58,6.58,-0.37,-2.42,0.16,9.00,4.00,1.98,35.00,0.05,0.23,0.91,-0.02,0.11,5.40,10.97,-0.17,-1.60,-0.03,4,7,1,-16.00
Nadia Kassem,Ji Yeon Kim,0,2.55,1.57,0,-1,2.30,5.00,-0.02,0.00,0.39,-0.57,0.00,-1.80,1.40,-1.20,-1.80,0.60,0.00,0.00,2.34,12.00,-0.11,0.00,0.75,-0.08,0.00,-4.42,5.58,-0.17,-0.17,-0.17,-2,-6,-6,-7.00
Tai Tuivasa,Serghei Spivac,0,1.3,3.7,1,1,1.68,10.00,0.09,0.00,0.80,0.09,0.00,3.10,5.00,-0.20,-0.40,0.00,-1.00,-1.00,2.45,1.00,-0.27,0.00,1.00,-0.10,-1.00,-16.00,-25.00,0.00,0.00,0.00,-1,-3,2,9.00
Luke Jumeau,Dhiego Lima,0,2.2,1.71,1,0,2.18,9.00,0.02,0.33,0.94,-0.13,0.00,-0.67,-4.56,-0.11,-2.56,0.00,-2.00,-3.00,2.28,15.00,-0.06,0.09,0.86,-0.21,-0.20,-1.13,-5.27,-0.13,-0.80,0.13,-3,-3,1,-6.00
Lina Lansberg,Macy Chiasson,1,4.45,1.23,0,-2,3.57,16.00,0.06,0.27,0.36,-0.11,0.00,-3.56,-8.81,-0.50,-0.50,0.00,3.00,3.00,1.43,5.00,-0.07,0.00,0.89,0.31,0.40,10.00,18.00,-0.20,0.20,0.00,-4,-7,9,11.00
Ismail Naurdiev,Siyar Bahadurzada,1,1.43,2.9,0,0,2.97,6.00,0.25,0.50,0.76,-0.44,0.00,10.83,14.50,-0.50,-3.00,0.17,1.00,4.00,2.43,17.00,0.07,0.42,0.77,-0.08,0.29,1.65,6.00,-0.06,-0.94,0.06,-1,1,-12,-11.00
Jack Hermansson,Jared Cannonier,0,1.36,3.35,5,3,1.83,18.00,0.16,0.50,0.85,0.25,-0.06,12.00,21.67,0.39,0.50,-0.22,1.00,2.00,2.36,18.00,0.13,0.11,0.67,-0.15,0.00,3.67,-5.83,-0.83,-1.44,-0.06,2,0,-4,0.00
Gilbert Burns,Gunnar Nelson,1,1.87,1.95,6,5,1.66,27.00,0.03,0.45,0.82,0.21,-0.04,-0.15,-1.59,0.52,1.56,0.19,4.00,6.00,1.64,26.00,0.14,0.62,0.84,0.24,-0.08,-7.77,-16.85,0.38,0.38,0.27,-1,-1,2,1.00
Marc Diakiese,Lando Vannata,1,1.61,2.45,1,1,1.68,18.00,-0.04,0.36,0.70,-0.04,0.06,1.56,8.11,0.17,0.50,-0.06,-1.00,1.00,2.16,16.00,-0.08,0.46,0.83,0.09,0.31,-1.06,0.81,0.13,-0.13,-0.06,1,2,-1,2.00
Alex Oliveira,Nicolas Dalby,0,1.65,2.35,4,3,2.27,33.00,-0.11,0.25,0.65,0.13,0.09,3.42,8.18,0.39,1.15,0.06,0.00,0.00,1.77,12.00,-0.10,0.28,0.77,-0.11,-0.25,-0.33,4.83,0.33,0.25,-0.17,0,2,-4,21.00
Alen Amedovski,John Phillips,0,1.77,2.1,-1,0,2.90,3.00,-0.27,0.00,0.00,-0.63,0.00,-12.33,-17.33,-1.33,-1.33,0.00,-3.00,-2.00,3.16,7.00,-0.33,0.00,0.39,-0.37,0.14,-11.71,-14.29,-0.86,-1.00,-0.43,-1,-1,-3,-4.00
Khalil Rountree Jr.,Ion Cutelaba,0,1.87,1.95,1,1,1.94,14.00,0.00,0.00,0.73,-0.20,0.50,1.43,10.29,-0.71,-1.50,0.00,0.00,0.00,1.85,13.00,-0.01,0.14,0.88,-0.05,0.08,8.54,30.46,0.15,-0.85,-0.15,0,1,3,1.00
Michal Oleksiejczuk,Ovince Saint Preux,0,1.34,3.45,2,2,2.30,5.00,0.27,0.22,1.00,0.07,0.80,6.20,-10.20,0.40,0.20,-0.20,3.00,5.00,2.01,43.00,-0.07,0.24,0.85,0.02,-0.02,-3.07,0.30,-0.23,-0.65,-0.07,-3,-6,-12,-38.00
Martin Bravo,Steven Peterson,0,1.19,5.15,-1,0,1.79,6.00,-0.18,0.11,0.95,0.01,0.00,3.17,21.00,0.33,0.33,0.00,-2.00,0.00,2.29,12.00,-0.09,0.48,0.92,0.16,0.00,-5.75,2.42,0.67,1.58,0.17,-2,1,-3,-6.00
Marcos Mariano,Claudio Puelles,0,3.45,1.34,-1,-1,4.60,1.00,-0.17,0.00,0.00,-0.73,0.00,-17.00,-31.00,-1.00,-1.00,-1.00,0.00,0.00,2.76,5.00,-0.12,0.22,0.50,-0.02,-0.40,-16.20,-26.80,0.40,2.40,0.20,3,4,10,-4.00
Vinicius Moreira,Paul Craig,0,1.33,3.5,-2,-2,3.48,2.00,-0.05,0.00,1.00,0.31,-1.00,-15.50,-25.50,0.00,4.50,0.00,-1.00,-1.00,3.40,14.00,-0.02,0.18,0.81,-0.28,-0.14,-4.00,-5.00,0.36,2.36,0.14,1,0,-2,-12.00
Carlos Huachin,Jose Quinonez,0,2.25,1.69,-1,-1,8.00,2.00,-0.32,0.00,1.00,-0.34,-0.50,-19.50,2.00,0.00,-0.50,-0.50,2.00,0.00,2.17,15.00,0.11,0.46,0.60,0.30,0.00,4.20,-1.40,0.53,1.20,-0.07,-4,-2,-6,-13.00
Kyle Nelson,Marco Polo Reyes,1,2.3,1.67,-2,-2,3.95,5.00,-0.18,0.10,0.75,-0.22,0.00,-16.60,-21.20,0.00,1.20,0.40,1.00,0.00,3.05,12.00,-0.04,0.00,0.66,-0.09,0.25,2.25,9.25,-0.67,-1.00,0.00,0,0,-7,-7.00
Carla Esparza,Alexa Grasso,1,2.25,1.69,1,-1,2.33,26.00,-0.05,0.38,0.71,0.05,0.00,-3.38,-2.96,0.42,1.77,0.04,1.00,-1.00,2.18,13.00,0.14,0.10,0.70,-0.14,0.00,9.69,14.38,-0.54,-1.54,0.08,-4,-3,6,13.00
Sijara Eubanks,Bethe Correia,0,2,1.83,1,0,1.95,9.00,-0.01,0.55,0.67,0.08,0.11,7.00,20.22,0.33,0.33,-0.33,1.00,-2.00,3.88,24.00,0.04,0.08,0.95,0.06,-0.08,1.75,-1.71,0.04,0.00,-0.08,-1,3,-2,-15.00
Ryan MacDonald,Louis Smolka,0,2.9,1.43,-1,0,3.60,3.00,-0.37,0.00,1.00,0.04,0.00,-18.00,-15.33,0.00,1.00,0.00,0.00,2.00,1.99,29.00,-0.03,0.28,0.40,0.05,-0.10,2.52,6.83,-0.79,-0.41,0.00,2,3,-2,-26.00
Nikita Krylov,Glover Teixeira,0,1.95,1.87,3,3,2.34,17.00,0.02,0.18,0.47,0.01,0.12,9.82,15.53,-0.71,-1.12,0.06,7.00,8.00,1.97,38.00,0.01,0.34,0.86,0.14,0.00,-3.05,-6.24,-0.08,-0.24,0.16,1,1,-13,-21.00
Chas Skelly,Jordan Griffin,1,2.45,1.63,3,4,1.77,22.00,0.02,0.36,0.64,0.18,-0.05,-5.64,-6.18,-0.09,0.55,0.36,-1.00,0.00,2.45,3.00,0.00,0.00,0.58,-0.19,0.00,0.00,0.00,-1.00,-1.67,0.33,1,-1,5,19.00
Donald Cerrone,Justin Gaethje,0,1.25,4.25,14,11,1.87,70.00,0.04,0.32,0.94,0.03,0.19,0.34,0.80,0.21,0.04,0.11,1.00,1.00,2.06,11.00,0.08,0.00,0.83,0.07,0.09,-6.82,-26.00,-0.18,-0.82,0.00,2,3,5,59.00
Misha Cirkunov,Jimmy Crute,1,1.95,1.87,2,2,1.56,11.00,0.05,0.41,0.81,0.01,-0.18,5.73,3.27,0.73,0.91,0.36,2.00,2.00,1.52,4.00,0.06,0.50,0.79,0.16,0.25,4.00,8.50,-0.50,-1.75,1.00,1,3,9,7.00
Augusto Sakai,Marcin Tybura,1,1.8,2.05,2,1,1.52,6.00,-0.02,0.50,1.00,0.05,0.00,-0.17,-0.50,0.17,0.33,0.00,0.00,0.00,1.94,24.00,0.08,0.46,0.89,0.06,-0.08,2.29,1.96,0.25,-0.38,0.00,0,-1,-6,-18.00
Kyle Prepolec,Austin Hubbard,0,2.2,1.71,-1,0,4.35,3.00,-0.11,0.00,1.00,0.00,0.00,-12.67,-16.00,0.00,0.67,0.00,-1.00,0.00,5.25,3.00,-0.17,0.00,0.58,-0.22,0.00,-6.33,0.67,-1.00,-2.33,0.00,0,-1,2,0.00
Antonio Carlos Junior,Uriah Hall,0,1.37,3.3,4,4,1.54,26.00,0.06,0.52,0.73,0.26,0.00,0.12,0.77,0.88,2.00,0.19,0.00,3.00,2.24,29.00,0.03,0.23,0.76,-0.14,0.07,-1.69,-6.10,-0.10,-0.59,-0.03,2,0,-6,-3.00
Dustin Poirier,Khabib Nurmagomedov,0,4.25,1.25,13,8,1.84,50.00,0.08,0.25,0.81,0.11,0.18,7.54,9.78,0.26,0.56,-0.16,11.00,5.00,1.48,33.00,0.19,0.38,0.89,0.52,0.06,12.03,16.27,1.52,3.12,0.15,-1,2,-1,17.00
Shamil Abdurakhimov,Curtis Blaydes,0,5.25,1.18,3,0,1.95,17.00,0.06,0.14,0.79,0.06,0.12,1.29,-0.24,0.18,1.00,0.00,4.00,1.00,1.40,21.00,-0.01,0.59,0.89,0.43,-0.05,7.10,11.33,1.76,3.14,-0.10,-1,-4,10,-4.00
Takashi Sato,Belal Muhammad,0,4.2,1.26,1,1,1.43,2.00,-0.11,0.00,1.00,-0.02,0.50,-9.00,-10.50,0.00,0.00,0.00,3.00,0.00,1.97,25.00,0.00,0.33,0.98,0.19,-0.24,2.16,3.76,0.64,1.64,0.00,-1,1,-2,-23.00
Edson Barboza,Paul Felder,0,1.83,2,7,2,1.75,52.00,0.04,0.17,0.80,-0.07,0.13,-0.79,-5.02,-0.15,-1.17,-0.08,4.00,4.00,2.01,30.00,-0.02,0.13,0.68,-0.06,0.07,2.13,8.30,-0.50,-1.17,0.03,0,5,-2,22.00
Muslim Salikhov,Nordine Taleb,1,2.1,1.77,0,0,1.46,4.00,0.10,0.00,0.79,-0.17,0.25,2.50,1.75,-0.75,-1.50,-0.25,3.00,-1.00,1.97,26.00,0.25,0.45,0.87,0.08,0.00,5.08,-3.69,0.38,-0.08,-0.12,-2,-4,-3,-22.00
Andrea Lee,Joanne Wood,0,1.4,3.1,3,0,1.46,9.00,0.32,0.31,0.46,0.13,0.00,15.11,2.56,-0.44,-1.44,0.00,1.00,0.00,1.95,21.00,0.00,0.31,0.66,-0.01,0.14,8.29,15.81,0.29,0.29,0.00,0,4,-4,-12.00
Davi Ramos,Islam Makhachev,0,4.15,1.26,3,3,1.55,11.00,0.16,0.59,1.00,0.39,0.00,2.91,5.64,0.91,1.73,0.27,5.00,2.00,1.40,14.00,0.18,0.58,0.99,0.30,0.00,4.64,2.71,1.14,0.71,0.07,-4,0,5,-3.00
Mairbek Taisumov,Diego Ferreira,0,1.41,3.05,6,5,1.34,16.00,0.17,0.21,0.97,0.03,0.19,3.38,5.38,0.25,-0.94,0.00,4.00,3.00,1.99,16.00,-0.03,0.19,0.82,0.03,0.00,6.75,20.81,-0.38,-0.94,0.31,0,-1,-3,0.00
Omari Akhmedov,Zak Cummings,1,1.8,2.05,2,-1,2.20,24.00,-0.06,0.36,0.72,0.08,0.00,0.83,10.08,0.50,0.92,-0.21,5.00,4.00,2.59,25.00,-0.21,0.20,0.73,0.11,0.16,0.32,12.72,0.00,-0.04,0.16,0,-2,-3,-1.00
Damir Ismagulov,Thiago Moises,1,1.45,2.8,2,0,1.25,6.00,0.21,0.23,1.00,0.33,0.00,8.33,7.83,0.83,1.83,0.00,0.00,0.00,2.10,6.00,0.08,0.33,0.59,-0.30,0.00,-1.50,-10.83,-0.33,-1.00,0.50,1,4,4,0.00
Sumudaerji,Andre Soukhamthath,1,2.4,1.63,-1,-1,2.50,2.00,0.08,0.00,0.60,-0.78,0.00,-7.00,-16.00,-1.00,-2.50,0.50,-2.00,1.00,3.01,17.00,-0.03,0.43,0.71,-0.13,0.35,-4.59,-8.06,0.12,-0.24,-0.12,-1,2,-8,-15.00
Zhang Weili,Jessica Andrade,1,2.7,1.5,3,1,1.39,7.00,0.04,0.36,1.00,0.25,0.00,16.00,28.14,0.57,1.43,0.14,7.00,2.00,1.98,35.00,0.09,0.52,0.75,0.25,0.00,6.63,9.54,0.71,0.51,-0.11,3,1,2,-28.00
Elizeu Zaleski dos Santos,Li Jingliang,0,1.39,3.15,6,4,2.05,19.00,0.12,0.27,0.64,0.00,0.00,6.37,12.47,-0.63,-0.53,0.11,5.00,4.00,1.97,26.00,0.02,0.31,0.67,-0.08,0.00,6.73,12.46,-0.08,-0.08,-0.23,-1,2,2,-7.00
